自動車メーカー,車種,型式,エンジン型式,年式,適合詳細,備考,SET価格,Camp価格,商品ID,物販コード,取付コード,メーカー名,商品名,セット内容,仕様,注意事項,定価,販売価格,,規格1,パターン数,管理用コード,管理用コード
スバル,エクシーガ,YA4/YA5/YA9,,,ts車装着不可,,22800,,268874,03011102023-qq-727/03012202023-qq-727/03013302023-qq-727/03014402023-qq-727/03015502023-qq-727/03016602023-qq-727/03018802023-qq-727/03021102023-qq-727/03022202023-qq-727/03023302023-qq-727/03024402023-qq-727/03025502023-qq-727/03026602023-qq-727/03028802023-qq-727/03031102023-qq-727/03032202023-qq-727/03033302023-qq-727/03034402023-qq-727/03035502023-qq-727/03036602023-qq-727/03038802023-qq-727/03041102023-qq-727/03042202023-qq-727/03043302023-qq-727/03044402023-qq-727/03045502023-qq-727/03046602023-qq-727/03048802023-qq-727,03011102023-qq-d-727/03012202023-qq-d-727/03013302023-qq-d-727/03014402023-qq-d-727/03015502023-qq-d-727/03016602023-qq-d-727/03018802023-qq-d-727/03021102023-qq-d-727/03022202023-qq-d-727/03023302023-qq-d-727/03024402023-qq-d-727/03025502023-qq-d-727/03026602023-qq-d-727/03028802023-qq-d-727/03031102023-qq-d-727/03032202023-qq-d-727/03033302023-qq-d-727/03034402023-qq-d-727/03035502023-qq-d-727/03036602023-qq-d-727/03038802023-qq-d-727/03041102023-qq-d-727/03042202023-qq-d-727/03043302023-qq-d-727/03044402023-qq-d-727/03045502023-qq-d-727/03046602023-qq-d-727/03048802023-qq-d-727,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011102023-qq-727,03011102023-qq-d-727
スバル,エクシーガ,YA5,,,ts車専用,,22800,,268875,03011102024-qq-728/03012202024-qq-728/03013302024-qq-728/03014402024-qq-728/03015502024-qq-728/03016602024-qq-728/03018802024-qq-728/03021102024-qq-728/03022202024-qq-728/03023302024-qq-728/03024402024-qq-728/03025502024-qq-728/03026602024-qq-728/03028802024-qq-728/03031102024-qq-728/03032202024-qq-728/03033302024-qq-728/03034402024-qq-728/03035502024-qq-728/03036602024-qq-728/03038802024-qq-728/03041102024-qq-728/03042202024-qq-728/03043302024-qq-728/03044402024-qq-728/03045502024-qq-728/03046602024-qq-728/03048802024-qq-728,03011102024-qq-d-728/03012202024-qq-d-728/03013302024-qq-d-728/03014402024-qq-d-728/03015502024-qq-d-728/03016602024-qq-d-728/03018802024-qq-d-728/03021102024-qq-d-728/03022202024-qq-d-728/03023302024-qq-d-728/03024402024-qq-d-728/03025502024-qq-d-728/03026602024-qq-d-728/03028802024-qq-d-728/03031102024-qq-d-728/03032202024-qq-d-728/03033302024-qq-d-728/03034402024-qq-d-728/03035502024-qq-d-728/03036602024-qq-d-728/03038802024-qq-d-728/03041102024-qq-d-728/03042202024-qq-d-728/03043302024-qq-d-728/03044402024-qq-d-728/03045502024-qq-d-728/03046602024-qq-d-728/03048802024-qq-d-728,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011102024-qq-728,03011102024-qq-d-728
スバル,トレジア,NCP120X,,22/11～23/11,リアディスク専用,,24800,,269037,03011109034-qq-716/03012209034-qq-716/03013309034-qq-716/03014409034-qq-716/03015509034-qq-716/03016609034-qq-716/03018809034-qq-716/03021109034-qq-716/03022209034-qq-716/03023309034-qq-716/03024409034-qq-716/03025509034-qq-716/03026609034-qq-716/03028809034-qq-716/03031109034-qq-716/03032209034-qq-716/03033309034-qq-716/03034409034-qq-716/03035509034-qq-716/03036609034-qq-716/03038809034-qq-716/03041109034-qq-716/03042209034-qq-716/03043309034-qq-716/03044409034-qq-716/03045509034-qq-716/03046609034-qq-716/03048809034-qq-716,03011109034-qq-d-716/03012209034-qq-d-716/03013309034-qq-d-716/03014409034-qq-d-716/03015509034-qq-d-716/03016609034-qq-d-716/03018809034-qq-d-716/03021109034-qq-d-716/03022209034-qq-d-716/03023309034-qq-d-716/03024409034-qq-d-716/03025509034-qq-d-716/03026609034-qq-d-716/03028809034-qq-d-716/03031109034-qq-d-716/03032209034-qq-d-716/03033309034-qq-d-716/03034409034-qq-d-716/03035509034-qq-d-716/03036609034-qq-d-716/03038809034-qq-d-716/03041109034-qq-d-716/03042209034-qq-d-716/03043309034-qq-d-716/03044409034-qq-d-716/03045509034-qq-d-716/03046609034-qq-d-716/03048809034-qq-d-716,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,14800,14800,,カラー,28,03011109034-qq-716,03011109034-qq-d-716
スバル,トレジア,NCP120X,,23/11～26/05,リアディスク専用,,25800,,268866,03011102015-qq-715/03012202015-qq-715/03013302015-qq-715/03014402015-qq-715/03015502015-qq-715/03016602015-qq-715/03018802015-qq-715/03021102015-qq-715/03022202015-qq-715/03023302015-qq-715/03024402015-qq-715/03025502015-qq-715/03026602015-qq-715/03028802015-qq-715/03031102015-qq-715/03032202015-qq-715/03033302015-qq-715/03034402015-qq-715/03035502015-qq-715/03036602015-qq-715/03038802015-qq-715/03041102015-qq-715/03042202015-qq-715/03043302015-qq-715/03044402015-qq-715/03045502015-qq-715/03046602015-qq-715/03048802015-qq-715,03011102015-qq-d-715/03012202015-qq-d-715/03013302015-qq-d-715/03014402015-qq-d-715/03015502015-qq-d-715/03016602015-qq-d-715/03018802015-qq-d-715/03021102015-qq-d-715/03022202015-qq-d-715/03023302015-qq-d-715/03024402015-qq-d-715/03025502015-qq-d-715/03026602015-qq-d-715/03028802015-qq-d-715/03031102015-qq-d-715/03032202015-qq-d-715/03033302015-qq-d-715/03034402015-qq-d-715/03035502015-qq-d-715/03036602015-qq-d-715/03038802015-qq-d-715/03041102015-qq-d-715/03042202015-qq-d-715/03043302015-qq-d-715/03044402015-qq-d-715/03045502015-qq-d-715/03046602015-qq-d-715/03048802015-qq-d-715,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,15800,15800,,カラー,28,03011102015-qq-715,03011102015-qq-d-715
スバル,トレジア,NCP120X,,23/11～26/05,リアドラム専用,,22800,,269045,03011109038-qq-719/03012209038-qq-719/03013309038-qq-719/03014409038-qq-719/03015509038-qq-719/03016609038-qq-719/03018809038-qq-719/03021109038-qq-719/03022209038-qq-719/03023309038-qq-719/03024409038-qq-719/03025509038-qq-719/03026609038-qq-719/03028809038-qq-719/03031109038-qq-719/03032209038-qq-719/03033309038-qq-719/03034409038-qq-719/03035509038-qq-719/03036609038-qq-719/03038809038-qq-719/03041109038-qq-719/03042209038-qq-719/03043309038-qq-719/03044409038-qq-719/03045509038-qq-719/03046609038-qq-719/03048809038-qq-719,03011109038-qq-d-719/03012209038-qq-d-719/03013309038-qq-d-719/03014409038-qq-d-719/03015509038-qq-d-719/03016609038-qq-d-719/03018809038-qq-d-719/03021109038-qq-d-719/03022209038-qq-d-719/03023309038-qq-d-719/03024409038-qq-d-719/03025509038-qq-d-719/03026609038-qq-d-719/03028809038-qq-d-719/03031109038-qq-d-719/03032209038-qq-d-719/03033309038-qq-d-719/03034409038-qq-d-719/03035509038-qq-d-719/03036609038-qq-d-719/03038809038-qq-d-719/03041109038-qq-d-719/03042209038-qq-d-719/03043309038-qq-d-719/03044409038-qq-d-719/03045509038-qq-d-719/03046609038-qq-d-719/03048809038-qq-d-719,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011109038-qq-719,03011109038-qq-d-719
スバル,トレジア,NCP120X/NSP120X,,26/05～,,,22800,,269042,03011109037-qq-718/03012209037-qq-718/03013309037-qq-718/03014409037-qq-718/03015509037-qq-718/03016609037-qq-718/03018809037-qq-718/03021109037-qq-718/03022209037-qq-718/03023309037-qq-718/03024409037-qq-718/03025509037-qq-718/03026609037-qq-718/03028809037-qq-718/03031109037-qq-718/03032209037-qq-718/03033309037-qq-718/03034409037-qq-718/03035509037-qq-718/03036609037-qq-718/03038809037-qq-718/03041109037-qq-718/03042209037-qq-718/03043309037-qq-718/03044409037-qq-718/03045509037-qq-718/03046609037-qq-718/03048809037-qq-718,03011109037-qq-d-718/03012209037-qq-d-718/03013309037-qq-d-718/03014409037-qq-d-718/03015509037-qq-d-718/03016609037-qq-d-718/03018809037-qq-d-718/03021109037-qq-d-718/03022209037-qq-d-718/03023309037-qq-d-718/03024409037-qq-d-718/03025509037-qq-d-718/03026609037-qq-d-718/03028809037-qq-d-718/03031109037-qq-d-718/03032209037-qq-d-718/03033309037-qq-d-718/03034409037-qq-d-718/03035509037-qq-d-718/03036609037-qq-d-718/03038809037-qq-d-718/03041109037-qq-d-718/03042209037-qq-d-718/03043309037-qq-d-718/03044409037-qq-d-718/03045509037-qq-d-718/03046609037-qq-d-718/03048809037-qq-d-718,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011109037-qq-718,03011109037-qq-d-718
スバル,トレジア,NSP120X,,22/11～23/11,,,22800,,269039,03011109035-qq-717/03012209035-qq-717/03013309035-qq-717/03014409035-qq-717/03015509035-qq-717/03016609035-qq-717/03018809035-qq-717/03021109035-qq-717/03022209035-qq-717/03023309035-qq-717/03024409035-qq-717/03025509035-qq-717/03026609035-qq-717/03028809035-qq-717/03031109035-qq-717/03032209035-qq-717/03033309035-qq-717/03034409035-qq-717/03035509035-qq-717/03036609035-qq-717/03038809035-qq-717/03041109035-qq-717/03042209035-qq-717/03043309035-qq-717/03044409035-qq-717/03045509035-qq-717/03046609035-qq-717/03048809035-qq-717,03011109035-qq-d-717/03012209035-qq-d-717/03013309035-qq-d-717/03014409035-qq-d-717/03015509035-qq-d-717/03016609035-qq-d-717/03018809035-qq-d-717/03021109035-qq-d-717/03022209035-qq-d-717/03023309035-qq-d-717/03024409035-qq-d-717/03025509035-qq-d-717/03026609035-qq-d-717/03028809035-qq-d-717/03031109035-qq-d-717/03032209035-qq-d-717/03033309035-qq-d-717/03034409035-qq-d-717/03035509035-qq-d-717/03036609035-qq-d-717/03038809035-qq-d-717/03041109035-qq-d-717/03042209035-qq-d-717/03043309035-qq-d-717/03044409035-qq-d-717/03045509035-qq-d-717/03046609035-qq-d-717/03048809035-qq-d-717,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011109035-qq-717,03011109035-qq-d-717
スバル,フォレスター,SF5,,,STI<br>フロント4POT/リア2POT専用,,22800,,268867,03011102016-qq-720/03012202016-qq-720/03013302016-qq-720/03014402016-qq-720/03015502016-qq-720/03016602016-qq-720/03018802016-qq-720/03021102016-qq-720/03022202016-qq-720/03023302016-qq-720/03024402016-qq-720/03025502016-qq-720/03026602016-qq-720/03028802016-qq-720/03031102016-qq-720/03032202016-qq-720/03033302016-qq-720/03034402016-qq-720/03035502016-qq-720/03036602016-qq-720/03038802016-qq-720/03041102016-qq-720/03042202016-qq-720/03043302016-qq-720/03044402016-qq-720/03045502016-qq-720/03046602016-qq-720/03048802016-qq-720,03011102016-qq-d-720/03012202016-qq-d-720/03013302016-qq-d-720/03014402016-qq-d-720/03015502016-qq-d-720/03016602016-qq-d-720/03018802016-qq-d-720/03021102016-qq-d-720/03022202016-qq-d-720/03023302016-qq-d-720/03024402016-qq-d-720/03025502016-qq-d-720/03026602016-qq-d-720/03028802016-qq-d-720/03031102016-qq-d-720/03032202016-qq-d-720/03033302016-qq-d-720/03034402016-qq-d-720/03035502016-qq-d-720/03036602016-qq-d-720/03038802016-qq-d-720/03041102016-qq-d-720/03042202016-qq-d-720/03043302016-qq-d-720/03044402016-qq-d-720/03045502016-qq-d-720/03046602016-qq-d-720/03048802016-qq-d-720,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011102016-qq-720,03011102016-qq-d-720
スバル,フォレスター,SF5,,,フロント・リア片押しキャリパー専用,,22800,,268869,03011102018-qq-722/03012202018-qq-722/03013302018-qq-722/03014402018-qq-722/03015502018-qq-722/03016602018-qq-722/03018802018-qq-722/03021102018-qq-722/03022202018-qq-722/03023302018-qq-722/03024402018-qq-722/03025502018-qq-722/03026602018-qq-722/03028802018-qq-722/03031102018-qq-722/03032202018-qq-722/03033302018-qq-722/03034402018-qq-722/03035502018-qq-722/03036602018-qq-722/03038802018-qq-722/03041102018-qq-722/03042202018-qq-722/03043302018-qq-722/03044402018-qq-722/03045502018-qq-722/03046602018-qq-722/03048802018-qq-722,03011102018-qq-d-722/03012202018-qq-d-722/03013302018-qq-d-722/03014402018-qq-d-722/03015502018-qq-d-722/03016602018-qq-d-722/03018802018-qq-d-722/03021102018-qq-d-722/03022202018-qq-d-722/03023302018-qq-d-722/03024402018-qq-d-722/03025502018-qq-d-722/03026602018-qq-d-722/03028802018-qq-d-722/03031102018-qq-d-722/03032202018-qq-d-722/03033302018-qq-d-722/03034402018-qq-d-722/03035502018-qq-d-722/03036602018-qq-d-722/03038802018-qq-d-722/03041102018-qq-d-722/03042202018-qq-d-722/03043302018-qq-d-722/03044402018-qq-d-722/03045502018-qq-d-722/03046602018-qq-d-722/03048802018-qq-d-722,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011102018-qq-722,03011102018-qq-d-722
スバル,フォレスター,SF5,,,フロント片押し/リアドラム専用,,21800,,268868,03011102017-qq-721/03012202017-qq-721/03013302017-qq-721/03014402017-qq-721/03015502017-qq-721/03016602017-qq-721/03018802017-qq-721/03021102017-qq-721/03022202017-qq-721/03023302017-qq-721/03024402017-qq-721/03025502017-qq-721/03026602017-qq-721/03028802017-qq-721/03031102017-qq-721/03032202017-qq-721/03033302017-qq-721/03034402017-qq-721/03035502017-qq-721/03036602017-qq-721/03038802017-qq-721/03041102017-qq-721/03042202017-qq-721/03043302017-qq-721/03044402017-qq-721/03045502017-qq-721/03046602017-qq-721/03048802017-qq-721,03011102017-qq-d-721/03012202017-qq-d-721/03013302017-qq-d-721/03014402017-qq-d-721/03015502017-qq-d-721/03016602017-qq-d-721/03018802017-qq-d-721/03021102017-qq-d-721/03022202017-qq-d-721/03023302017-qq-d-721/03024402017-qq-d-721/03025502017-qq-d-721/03026602017-qq-d-721/03028802017-qq-d-721/03031102017-qq-d-721/03032202017-qq-d-721/03033302017-qq-d-721/03034402017-qq-d-721/03035502017-qq-d-721/03036602017-qq-d-721/03038802017-qq-d-721/03041102017-qq-d-721/03042202017-qq-d-721/03043302017-qq-d-721/03044402017-qq-d-721/03045502017-qq-d-721/03046602017-qq-d-721/03048802017-qq-d-721,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,11800,11800,,カラー,28,03011102017-qq-721,03011102017-qq-d-721
スバル,フォレスター,SG9,,,ブレンボキャリパー専用,,22800,,268870,03011102019-qq-723/03012202019-qq-723/03013302019-qq-723/03014402019-qq-723/03015502019-qq-723/03016602019-qq-723/03018802019-qq-723/03021102019-qq-723/03022202019-qq-723/03023302019-qq-723/03024402019-qq-723/03025502019-qq-723/03026602019-qq-723/03028802019-qq-723/03031102019-qq-723/03032202019-qq-723/03033302019-qq-723/03034402019-qq-723/03035502019-qq-723/03036602019-qq-723/03038802019-qq-723/03041102019-qq-723/03042202019-qq-723/03043302019-qq-723/03044402019-qq-723/03045502019-qq-723/03046602019-qq-723/03048802019-qq-723,03011102019-qq-d-723/03012202019-qq-d-723/03013302019-qq-d-723/03014402019-qq-d-723/03015502019-qq-d-723/03016602019-qq-d-723/03018802019-qq-d-723/03021102019-qq-d-723/03022202019-qq-d-723/03023302019-qq-d-723/03024402019-qq-d-723/03025502019-qq-d-723/03026602019-qq-d-723/03028802019-qq-d-723/03031102019-qq-d-723/03032202019-qq-d-723/03033302019-qq-d-723/03034402019-qq-d-723/03035502019-qq-d-723/03036602019-qq-d-723/03038802019-qq-d-723/03041102019-qq-d-723/03042202019-qq-d-723/03043302019-qq-d-723/03044402019-qq-d-723/03045502019-qq-d-723/03046602019-qq-d-723/03048802019-qq-d-723,KTS,ブレーキライン,1台分,標準ホースカラー:ブラックスモーク(オプションカラー:ブルー/レッド/クリアー)<br>標準ジャケットカラー:ブルー(オプションカラー:ゴールド/グリーン/パープル/レッド/シルバー/ブラック)<br>オプションカラーご選択の場合は、標準カラーに+2000円となります。,商品は組み立てた状態でお届けいたします。<br>商品の分解は出来ません。,12800,12800,,カラー,28,03011102019-qq-723,03011102019-qq-d-723
