ホンダ,N-WGNカスタム,JH1,13/11～,駆動:FF,スプリング付,47130,,71839,LKIT1-JH1N-qq-e-660,LKIT1-JH1N-qq-e-d-660,LKIT1-JH1N,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,73000,61000
ホンダ,N-WGNカスタム,JH1,13/11～,駆動:FF,スプリング無,46886,,73789,KYB-qq-e-i-4335,KYB-qq-e-d-i-4335,フロント:WST5685R/WST5685L 各1本<br>リア:WSB1341 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,72600,60800
ホンダ,ヴェゼル,RU1,13/12～,"駆動:FF<br>その他:G,X",スプリング付,53223,,73422,LKIT1-RU1-qq-e-662,LKIT1-RU1-qq-e-d-662,LKIT1-RU1,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,ヴェゼル,RU1,13/12～,"駆動:FF<br>その他:G,X",スプリング無,52980,,74303,KYB-qq-e-i-4337,KYB-qq-e-d-i-4337,フロント:WST5690R/WST5690L 各1本<br>リア:WSB2236 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,ヴェゼルハイブリッド,RU3,13/12～,"グレード:ハイブリッド,ハイブリッドX,ハイブリッドZ<br>駆動:FF",スプリング付,53223,,74448,LKIT1-RU3-qq-e-663,LKIT1-RU3-qq-e-d-663,LKIT1-RU3,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,ヴェゼルハイブリッド,RU3,13/12～,"グレード:ハイブリッド,ハイブリッドX,ハイブリッドZ<br>駆動:FF",スプリング無,52980,,72796,KYB-qq-e-i-4338,KYB-qq-e-d-i-4338,フロント:WST5690R/WST5690L 各1本<br>リア:WSB2236 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィット,GE6,07/10～,"グレード:L,G<br>タイヤ:14インチ車<br>駆動:FF",スプリング付,53223,,73136,LKIT1-GE6-qq-e-61,LKIT1-GE6-qq-e-d-61,LKIT1-GE6,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フィット,GE6,07/10～,"グレード:L,G<br>タイヤ:14インチ車<br>駆動:FF",スプリング無,52980,,73790,KYB-qq-e-i-4339,KYB-qq-e-d-i-4339,フロント:WST5422R/WST5422L 各1本<br>リア:WSB1109 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィット,GE8,07/10～,グレード:RS<br>タイヤ:15/16インチ車<br>駆動:FF,スプリング付,53223,,73137,LKIT1-GE8-qq-e-60,LKIT1-GE8-qq-e-d-60,LKIT1-GE8,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フィット,GE8,07/10～,グレード:RS<br>タイヤ:15/16インチ車<br>駆動:FF,スプリング無,52980,,72311,KYB-qq-e-i-4340,KYB-qq-e-d-i-4340,フロント:WST5423R/WST5423L 各1本<br>リア:WSB1109 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィット,GK3,13/09～,グレード:13G<br>駆動:FF,スプリング付,53223,,73138,LKIT1-GK3-qq-e-59,LKIT1-GK3-qq-e-d-59,LKIT1-GK3,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フィット,GK3,13/09～,グレード:13G<br>駆動:FF,スプリング無,52980,,73296,KYB-qq-e-i-4341,KYB-qq-e-d-i-4341,フロント:WST5604AR/WST5604AL 各1本<br>リア:WSB2164 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィット,GK4/GK6-F,13/09～,グレード:13G<br>駆動:4WD,スプリング付,53223,,72633,LKIT1-GK4-qq-e-58,LKIT1-GK4-qq-e-d-58,LKIT1-GK4,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フィット,GK4/GK6-F,13/09～,グレード:13G<br>駆動:4WD,スプリング無,52980,,73297,KYB-qq-e-i-4342,KYB-qq-e-d-i-4342,フロント:WST5626R/WST5626L 各1本<br>リア:WSB2164 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィット,GK5,13/09～,グレード:15X<br>駆動:FF,スプリング無,52980,,71294,KYB-qq-e-i-4344,KYB-qq-e-d-i-4344,フロント:WST5604AR/WST5604AL 各1本<br>リア:WSB2164 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィット,GK5,13/09～,グレード:RS<br>駆動:FF,スプリング付,53223,,71598,LKIT1-GK5RS-qq-e-57,LKIT1-GK5RS-qq-e-d-57,LKIT1-GK5RS,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フィット,GK5,13/09～,グレード:RS<br>駆動:FF,スプリング無,52980,,74304,KYB-qq-e-i-4343,KYB-qq-e-d-i-4343,フロント:WST5595AR/WST5595AL 各1本<br>リア:WSB2164 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィット,GK6,13/09～,グレード:15X<br>駆動:4WD,スプリング無,52980,,71295,KYB-qq-e-i-4345,KYB-qq-e-d-i-4345,フロント:WST5626R/WST5626L 各1本<br>リア:WSB2164 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フィットハイブリッド,GP5,13/09～,駆動:FF,スプリング付,53223,,74444,LKIT1-GP5-qq-e-56,LKIT1-GP5-qq-e-d-56,LKIT1-GP5,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フィットハイブリッド,GP5,13/09～,駆動:FF,スプリング無,52980,,71756,KYB-qq-e-i-4346,KYB-qq-e-d-i-4346,フロント:WST5604AR/WST5604AL 各1本<br>リア:WSB2164 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フリード,GB3,08/05～,"グレード:G,Gエアロ,Giエアロ,FLEX,FLEXエアロ,FLEXiエアロ<br>駆動:FF",スプリング付,53223,,71096,LKIT1-GB3-qq-e-55,LKIT1-GB3-qq-e-d-55,LKIT1-GB3,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フリード,GB3,08/05～,"グレード:G,Gエアロ,Giエアロ,FLEX,FLEXエアロ,FLEXiエアロ<br>駆動:FF",スプリング無,52980,,72312,KYB-qq-e-i-4347,KYB-qq-e-d-i-4347,フロント:WST5428R/WST5428L 各1本<br>リア:WSB1113 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フリードスパイク,GB3,10/07～,"グレード:C,G,Gジャストセレクション,Gエアロ,Giエアロ<br>駆動:FF",スプリング無,52980,,74832,KYB-qq-e-i-4348,KYB-qq-e-d-i-4348,フロント:WST5428R/WST5428L 各1本<br>リア:WSB1113 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フリードスパイクハイブリッド,GP3,11/10～,"グレード:ハイブリッド,ハイブリッド ジャストセレクション<br>駆動:FF",スプリング無,52980,,73791,KYB-qq-e-i-4349,KYB-qq-e-d-i-4349,フロント:WST5428R/WST5428L 各1本<br>リア:WSB1113 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,フリードハイブリッド,GP3,11/10～,"グレード:ハイブリッド,ハイブリッドジャストセレクション<br>駆動:FF",スプリング付,53223,,72894,LKIT1-GP3-qq-e-54,LKIT1-GP3-qq-e-d-54,LKIT1-GP3,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
ホンダ,フリードハイブリッド,GP3,11/10～,"グレード:ハイブリッド,ハイブリッドジャストセレクション<br>駆動:FF",スプリング無,52980,,71297,KYB-qq-e-i-4350,KYB-qq-e-d-i-4350,フロント:WST5428R/WST5428L 各1本<br>リア:WSB1113 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KE2AW,12/02～13/05,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:4WD,スプリング付,53223,,71841,LKIT1-KE2AW8-qq-e-50,LKIT1-KE2AW8-qq-e-d-50,LKIT1-KE2AW8,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,CX-5,KE2AW,12/02～13/05,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:4WD,スプリング無,52980,,73295,KYB-qq-e-i-4323,KYB-qq-e-d-i-4323,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2158 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KE2AW,13/05～,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:4WD,スプリング付,53223,,72897,LKIT1-KE2AW9-qq-e-51,LKIT1-KE2AW9-qq-e-d-51,LKIT1-KE2AW9,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,CX-5,KE2AW,13/05～,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:4WD,スプリング無,52980,,72794,KYB-qq-e-i-4324,KYB-qq-e-d-i-4324,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2159 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KE2FW,12/02～13/05,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:2WD,スプリング付,53223,,74445,LKIT1-KE2FW8-qq-e-48,LKIT1-KE2FW8-qq-e-d-48,LKIT1-KE2FW8,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,CX-5,KE2FW,12/02～13/05,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:2WD,スプリング無,52980,,73294,KYB-qq-e-i-4321,KYB-qq-e-d-i-4321,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2158 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KE2FW,13/05～,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:2WD,スプリング付,53223,,73418,LKIT1-KE2FW9-qq-e-49,LKIT1-KE2FW9-qq-e-d-49,LKIT1-KE2FW9,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,CX-5,KE2FW,13/05～,グレード:XD/XD Lパッケージ<br>エンジン形式:スカイアクティブD 2.2<br>駆動:2WD,スプリング無,52980,,74830,KYB-qq-e-i-4322,KYB-qq-e-d-i-4322,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2159 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KEEAW,12/02～13/05,グレード:20C/20S/20S Lパッケージ<br>エンジン形式:スカイアクティブG 2.0<br>駆動:4WD,スプリング無,52980,,73293,KYB-qq-e-i-4319,KYB-qq-e-d-i-4319,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2158 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KEEAW,13/05～,グレード:20C/20S/20S Lパッケージ<br>エンジン形式:スカイアクティブG 2.0<br>駆動:4WD,スプリング無,52980,,73786,KYB-qq-e-i-4320,KYB-qq-e-d-i-4320,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2159 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KEEFW,12/02～13/05,グレード:20C/20S/20S Lパッケージ<br>エンジン形式:スカイアクティブG 2.0<br>駆動:2WD,スプリング付,53223,,72898,LKIT1-KEEFW8-qq-e-52,LKIT1-KEEFW8-qq-e-d-52,LKIT1-KEEFW8,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,CX-5,KEEFW,12/02～13/05,グレード:20C/20S/20S Lパッケージ<br>エンジン形式:スカイアクティブG 2.0<br>駆動:2WD,スプリング無,52980,,71752,KYB-qq-e-i-4317,KYB-qq-e-d-i-4317,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2158 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,CX-5,KEEFW,13/05～,グレード:20C/20S/20S Lパッケージ<br>エンジン形式:スカイアクティブG 2.0<br>駆動:2WD,スプリング付,53223,,72395,LKIT1-KEEFW9-qq-e-53,LKIT1-KEEFW9-qq-e-d-53,LKIT1-KEEFW9,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,CX-5,KEEFW,13/05～,グレード:20C/20S/20S Lパッケージ<br>エンジン形式:スカイアクティブG 2.0<br>駆動:2WD,スプリング無,52980,,71753,KYB-qq-e-i-4318,KYB-qq-e-d-i-4318,フロント:WST5585R/WST5585L 各1本<br>リア:WSB2159 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,アクセラ,BM2FS,13/11～,グレード:XD<br>外観形式:スポーツ(ハッチバック)<br>駆動:2WD,スプリング付,53223,,71596,LKIT1-BM2FS-qq-e-46,LKIT1-BM2FS-qq-e-d-46,LKIT1-BM2FS,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,アクセラ,BM2FS,13/11～,グレード:XD<br>外観形式:スポーツ(ハッチバック)<br>駆動:2WD,スプリング無,52980,,72307,KYB-qq-e-i-4325,KYB-qq-e-d-i-4325,フロント:WST5609R/WST5609L 各1本<br>リア:WSB1249 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,アクセラハイブリッド,BYEFP,13/11～,"グレード:ハイブリッドC,ハイブリッドS,ハイブリッドSLパッケージ<br>外観形式:セダン<br>駆動:2WD",スプリング付,53223,,71095,LKIT1-BYEFP-qq-e-47,LKIT1-BYEFP-qq-e-d-47,LKIT1-BYEFP,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
マツダ,アクセラハイブリッド,BYEFP,13/11～,"グレード:ハイブリッドC,ハイブリッドS,ハイブリッドSLパッケージ<br>外観形式:セダン<br>駆動:2WD",スプリング無,52980,,71754,KYB-qq-e-i-4326,KYB-qq-e-d-i-4326,フロント:WST5609R/WST5609L 各1本<br>リア:WSB1249 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
マツダ,デミオ,DJ3FS,14/12～,エンジン形式:スカイアクティブG<br>駆動:2WD,スプリング付,53223,,74443,LKIT1-DJ3FS-qq-e-44,LKIT1-DJ3FS-qq-e-d-44,LKIT1-DJ3FS,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
