自動車メーカー,車種,型式,エンジン,適合詳細,仕様,プレート,種類,販売価格,Camp価格,商品ID,物販コード,メーカー品番,メーカー名,商品名,商品,商品種別,付属品/必要部品,備考,注意事項,定価,入り送料,,規格1,パターン数,管理用コード
トヨタ,クレスタ,JZX100,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,シングル,409,101287,,291638,ORC-409-02T-qq-e-233k,ORC-409-02T,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,オプションとして静音タイプ、高μタイプ、高圧着カバーの設定があります。(ご希望の場合はご購入前にお問い合わせください),,142000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,659,155733,,292085,ORC-659D-TT0202-qq-e-242k,ORC-659D-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,220000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,659,151545,,291780,ORC-659-TT0202-qq-e-241k,ORC-659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,214000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,292117,ORC-P659D-TT0202-qq-e-239k,ORC-P659D-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659,129209,,291935,ORC-P659-TT0202-qq-e-244k,ORC-P659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291904,ORC-P559D-TT0202-qq-e-240k,ORC-P559D-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,292099,ORC-P559-TT0202-qq-e-238k,ORC-P559-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,148753,,291740,ORC-559D-02T-qq-e-237k,ORC-559D-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,210000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,144565,,291690,ORC-559-02T-qq-e-243k,ORC-559-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,204000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,SE機構付き<br>プル式,トリプル,1000F,148753,,291807,ORC-P1000F-TT0202-qq-e-246k,ORC-P1000F-TT0202,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,210000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,プッシュ式,トリプル,1000F,169693,,291538,ORC-1000F-02T-qq-e-245k,ORC-1000F-02T,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,240000,0,,,,
トヨタ,クレスタ,JZX100,1JZ-GTE,,プッシュ式,トリプル,1000F,181560,,291552,ORC-1000F-SPL-TT0202-qq-e-247k,ORC-1000F-SPL-TT0202,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,ドラッグ専用。走行毎に、クラッチ調整を行って使用してください。,257000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,シングル,409,89422,,291817,ORC-P409-TT0202-qq-e-267k,ORC-P409-TT0202,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,125000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,103382,,291655,ORC-409D-02T-qq-e-265k,ORC-409D-02T,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,オプションとして静音タイプ、高μタイプ、高圧着カバーの設定があります。(ご希望の場合はご購入前にお問い合わせください),,145000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,シングル,409,101287,,291639,ORC-409-02T-qq-e-266k,ORC-409-02T,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,オプションとして静音タイプ、高μタイプ、高圧着カバーの設定があります。(ご希望の場合はご購入前にお問い合わせください),,142000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,659,155733,,291796,ORC-659D-TT0202-qq-e-263k,ORC-659D-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,220000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,659,151545,,291781,ORC-659-TT0202-qq-e-260k,ORC-659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,214000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)<br>プル式,ツイン,659,129209,,291936,ORC-P659-TT0202-qq-e-255k,ORC-P659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,291958,ORC-P659D-TT0202-qq-e-254k,ORC-P659D-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291905,ORC-P559D-TT0202-qq-e-258k,ORC-P559D-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291859,ORC-P559-TT0202-qq-e-257k,ORC-P559-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,148753,,292068,ORC-559D-02T-qq-e-264k,ORC-559D-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,210000,0,,,,
トヨタ,クレスタ,JZX90,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,144565,,292053,ORC-559-02T-qq-e-259k,ORC-559-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,204000,0,,,,
