FORD,Ka,WFOB14,96/10～,J4,2WD 1.3L,Fr：25～30mm<br>Rr：20～25mm,12320,,221611,ESL-051-qq-e-f1-2305,出さない,4536190400512,ESL-051,ESPELIR,Super DOWNSUS,1台分,25～30/20～25,Fr：25～30mm<br>Rr：20～25mm,2.2/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,28000,出さない
FORD,イクシオン,CP8WF,H11/4～,FP-DE,2WD,Fr：40～45mm<br>Rr：35～40mm,17600,,223709,ESM-258-qq-e-f1-2291,出さない,4536190102584,ESM-258,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,Fr：40～45mm<br>Rr：35～40mm,3.2/2.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,出さない
FORD,エクスプローラー,1FMHK9,12/2～,9,2WD 2.0 XLT エコブースト/リミテッド・エコブースト/エコブースト・エクスクルーシブ,Fr：45～55mm<br>Rr：65～75mm,30800,,223462,ESL-166-qq-e-f1-2306,出さない,4536190401663,ESL-166,ESPELIR,Super DOWNSUS,1台分,45～55/65～75,Fr：45～55mm<br>Rr：65～75mm,4.54/6.25,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,70000,出さない
FORD,エスケープ,EPEWF,00/12～03/10,AJ-DE,4WD 2.0XLT,,20680,,225752,ESM-566-qq-e-f1-2283,出さない,4536190105660,ESM-566,ESPELIR,Super DOWNSUS,1台分,40～45/45～50,,3.2/6.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219235>BR-370F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215202>BR-370R</a>,,,47000,出さない
FORD,エスケープ,EPFWF,00/12～03/10,YF-DE,4WD 3.0XLT,,20680,,227278,ESM-566-qq-e-f1-2284,出さない,4536190105660,ESM-566,ESPELIR,Super DOWNSUS,1台分,40～45/45～50,,3.2/6.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219236>BR-370F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215203>BR-370R</a>,,,47000,出さない
FORD,テルスターワゴン,GV8WF/GVFWF,H1/5～9/11,F8/F8-DE,2WD 1.8L/GVFWF共通,Fr：35～40mm<br>Rr：20～25mm,22000,,224514,ESM-033-qq-e-f1-1825,出さない,4536190100337,ESM-033,ESPELIR,Super DOWNSUS,1台分,35～40/20～25,Fr：35～40mm<br>Rr：20～25mm,3.2/3.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,50000,出さない
FORD,テルスターワゴン,GVERF/GVFRF,H1/5～9/11,EF/FE-ZE,4WD 2.0L/GVFRF共通,Fr：25～30mm<br>Rr：20～25mm,22000,,224518,ESM-158-qq-e-f1-1827,出さない,4536190101587,ESM-158,ESPELIR,Super DOWNSUS,1台分,25～30/20～25,Fr：25～30mm<br>Rr：20～25mm,4/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,50000,出さない
FORD,テルスターワゴン,GVEWF,H8/7～9/11,EF-DE,2WD 2.0L,,22000,,227564,ESM-033-qq-e-f1-1826,出さない,4536190100337,ESM-033,ESPELIR,Super DOWNSUS,1台分,35～40/20～25,,3.2/3.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,50000,出さない
FORD,テルスターワゴン,GW5RF,H9/11～,KL-ZE,4WD 2.5L V6/セルフレベリング車不可,,17600,,226143,ESM-214-qq-e-f1-1831,出さない,4536190102140,ESM-214,ESPELIR,Super DOWNSUS,1台分,40～45/30～35,,3.2/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,出さない
FORD,テルスターワゴン,GW8WF,H9/11～,EP-DE,2WD 1.8L,,17600,,225741,ESM-203-qq-e-f1-1828,出さない,4536190102034,ESM-203,ESPELIR,Super DOWNSUS,1台分,40～45/25～30,,3.2/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,出さない
FORD,テルスターワゴン,GWERF,H9/11～,FS-ZE,4WD 2.0L/セルフレベリング車不可,,17600,,226907,ESM-214-qq-e-f1-1830,出さない,4536190102140,ESM-214,ESPELIR,Super DOWNSUS,1台分,40～45/30～35,,3.2/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,出さない
FORD,テルスターワゴン,GWEWF,H9/11～,FS-DE,2WD 2.0L,Fr：40～45mm<br>Rr：25～30mm,17600,,222709,ESM-203-qq-e-f1-1829,出さない,4536190102034,ESM-203,ESPELIR,Super DOWNSUS,1台分,40～45/25～30,Fr：40～45mm<br>Rr：25～30mm,3.2/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,出さない
FORD,トーラスワゴン,FA5U2,86～95,,3.0L,,22880,,227269,ESL-107-qq-e-f1-2304,出さない,4536190101075,ESL-107,ESPELIR,Super DOWNSUS,1台分,25～30/15～20,,3.8/4.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,52000,出さない
FORD,フェスティバミニワゴン,DW5WF/DW3WF,H8/9～,B5-ME,DW3WF共通,Fr：40～45mm<br>Rr：35～40mm,12760,,222278,ESM-099-qq-e-f1-1909,出さない,4536190100993,ESM-099,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,Fr：40～45mm<br>Rr：35～40mm,2.8/2.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,29000,出さない
FORD,フリーダ,SG5WF,H7/6～,J5,2WD 2.5L,,20900,,226812,ESM-106-qq-e-f1-2286,出さない,4536190101068,ESM-106,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,,3.4/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,47500,出さない
FORD,フリーダ,SGEWF,H7/6～,FE,2WD 2.0L,Fr：40～45mm<br>Rr：35～40mm,20900,,224250,ESM-288-qq-e-f1-2285,出さない,4536190102881,ESM-288,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,Fr：40～45mm<br>Rr：35～40mm,3.4/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,47500,出さない
FORD,フリーダ,SGL3F,H7/6～,WL-T,2WD 2.5L ディーゼルターボ/オートフリートップ付き,Fr：40～45mm<br>Rr：35～40mm,21120,,222716,ESM-523-qq-e-f1-2290,出さない,4536190105233,ESM-523,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,Fr：40～45mm<br>Rr：35～40mm,3.7/5.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,48000,出さない
FORD,フリーダ,SGL5F,H7/6～,WL-T,4WD 2.5L ディーゼルターボ,,21120,,227570,ESM-169-qq-e-f1-2288,出さない,4536190101693,ESM-169,ESPELIR,Super DOWNSUS,1台分,45～50/40～50,,3.7/5.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,48000,出さない
FORD,フリーダ,SGLRF,H7/6～,WL-T,4WD 2.5L ディーゼルターボ,,21120,,227571,ESM-169-qq-e-f1-2289,出さない,4536190101693,ESM-169,ESPELIR,Super DOWNSUS,1台分,45～50/40～45,,3.7/5.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,48000,出さない
FORD,フリーダ,SGLWF,H7/6～,WL-T,2WD 2.5L ディーゼルターボ,,20900,,226813,ESM-106-qq-e-f1-2287,出さない,4536190101068,ESM-106,ESPELIR,Super DOWNSUS,1台分,40～45/35～40,,3.4/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,47500,出さない
FORD,マスタング,1FA4P40,94/5～95/9,,3.8L,Fr：25～30mm<br>Rr：20～25mm,23320,,223455,ESL-031-qq-e-f1-2301,出さない,4536190400314,ESL-031,ESPELIR,Super DOWNSUS,1台分,25～30/20～25,Fr：25～30mm<br>Rr：20～25mm,9.5/5.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,53000,出さない
FORD,マスタング,1FARW40,98/3～99/4,RW,3.8L 3.8Gリミテッド 95/10～ G/S共通,Fr：32～42mm<br>Rr：32～42mm,23320,,222058,ESL-092-qq-e-f1-2302,出さない,4536190400925,ESL-092,ESPELIR,Super DOWNSUS,1台分,32～42/32～42,Fr：32～42mm<br>Rr：32～42mm,10/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,53000,出さない
FORD,マスタング,1FARWP4,99/5～04/12,RW,V6 3.8L,,23320,,225809,ESL-092-qq-e-f1-2303,出さない,4536190400925,ESL-092,ESPELIR,Super DOWNSUS,1台分,32～42/32～42,,10/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,53000,出さない
FORD,モンデオワゴン,WFONNG,93/1～96/10,,2.0L 前期用,Fr：25～30mm<br>Rr：25～30mm,17160,,224513,ESL-138-qq-e-f1-2300,出さない,4536190101389,ESL-138,ESPELIR,Super DOWNSUS,1台分,25～30/25～30,Fr：25～30mm<br>Rr：25～30mm,2.8/3.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,39000,出さない
HYUNDAI,TB,TB13,02/10～,G4E4,2WD 1.3L GL/GLS,Fr：20～25mm<br>Rr：20～25mm,15840,,223551,ESL-084-qq-e-f1-2279,出さない,4536190400840,ESL-084,ESPELIR,Super DOWNSUS,1台分,20～25/20～25,Fr：20～25mm<br>Rr：20～25mm,3.6/3.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,36000,出さない
HYUNDAI,TB,TB14,05/11～,G4EE,2WD 1.4L GL/GLS,,15840,,225808,ESL-084-qq-e-f1-2280,出さない,4536190400840,ESL-084,ESPELIR,Super DOWNSUS,1台分,15～20/25～30,,3.6/3.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,36000,出さない
HYUNDAI,XG,XG30,01/5～,G6CT,2WD 3.0L 300/300L,,22000,,226494,ESL-070-qq-e-f1-2282,出さない,4536190400703,ESL-070,ESPELIR,Super DOWNSUS,1台分,25～30/20～25,,4.7/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,50000,出さない
HYUNDAI,クーペ,GK27,02/4～,G6BA,2WD V6エンジン/2Drクーペ,,19800,,226556,ESL-077-qq-e-f1-2281,出さない,4536190400772,ESL-077,ESPELIR,Super DOWNSUS,1台分,20～25/15～20,,2.7/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,出さない
HYUNDAI,グレンジャー,TG33,06/1～,G6DB,2WD 3.3L GLS Lパッケージ/GLS,,21120,,225737,ESL-108-qq-e-f1-2277,出さない,4536190401083,ESL-108,ESPELIR,Super DOWNSUS,1台分,25～30/15～20,,6.3/6.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,48000,出さない
HYUNDAI,ソナタ,NF24,05/9～,G4KC,2WD 2.4L GL/GLS,Fr：35～40mm<br>Rr：30～35mm,19800,,222790,ESL-096-qq-e-f1-2278,出さない,4536190400963,ESL-096,ESPELIR,Super DOWNSUS,1台分,35～40/30～35,Fr：35～40mm<br>Rr：30～35mm,5.4/5.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,出さない
JAGUAR,Sタイプ,J01FA,99/6～04/5,FC,2WD V6 3000cc,Fr：20～25mm<br>Rr：20～25mm,22000,,225072,ESL-116-qq-e-f1-2276,出さない,4536190401168,ESL-116,ESPELIR,Super DOWNSUS,1台分,20～25/20～25,Fr：20～25mm<br>Rr：20～25mm,5.6/6.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,50000,出さない
MERCEDESBENZ,Aクラス W168,A160,01/11～,166,A160 アバンギャルドLTD,Fr：25～30mm<br>Rr：25～30mm,18920,,222352,ESL-100-qq-e-f1-2262,出さない,4536190401007,ESL-100,ESPELIR,Super DOWNSUS,1台分,25～30/25～30,Fr：25～30mm<br>Rr：25～30mm,2.2/3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,43000,出さない
MERCEDESBENZ,Aクラス W168,A160,97/10～,,A160L未確認,,18920,,225620,ESL-036-qq-e-f1-2261,出さない,4536190400369,ESL-036,ESPELIR,Super DOWNSUS,1台分,,,2.2/3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,43000,出さない
MERCEDESBENZ,Aクラス W168,A190,97/10～,,,,18920,,226141,ESL-046-qq-e-f1-2263,出さない,4536190400468,ESL-046,ESPELIR,Super DOWNSUS,1台分,,,2.2/3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,43000,出さない
MERCEDESBENZ,Bクラス W245,B170,06/1～09/8,266,2WD 1.7L スポーツパッケージ(スポーツサス無)車,Fr：25～30mm<br>Rr：20～25mm,17600,,224236,ESL-111-qq-e-f1-2258,ESL-111-qq-e-d-2258,4536190401113,ESL-111,ESPELIR,Super DOWNSUS,1台分,25～30/20～25,Fr：25～30mm<br>Rr：20～25mm,2/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,61800
MERCEDESBENZ,Bクラス W245,B180,09/8～12/4,266,2WD 1.7L,Fr：25～30mm<br>Rr：20～25mm,17600,,224238,ESL-164-qq-e-f1-2260,ESL-164-qq-e-d-2260,4536190401649,ESL-164,ESPELIR,Super DOWNSUS,1台分,25～30/20～25,Fr：25～30mm<br>Rr：20～25mm,2/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,61800
MERCEDESBENZ,Bクラス W245,B200,06/1～09/8,266,2WD 2.0L ターボ(スポーツサス付き)車,Fr：20～25mm<br>Rr：15～20mm,17600,,222061,ESL-112-qq-e-f1-2259,ESL-112-qq-e-d-2259,4536190401120,ESL-112,ESPELIR,Super DOWNSUS,1台分,20～25/15～20,Fr：20～25mm<br>Rr：15～20mm,2/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,61800
MERCEDESBENZ,Cクラス T202 ステーションワゴン,C200,96/4～,1114,セルフレベリング車不可,Fr：patmm<br>Rr：patmm,22440,,225066,ESL-071-qq-e-f1-2269,出さない,4536190400710,ESL-071,ESPELIR,Super DOWNSUS,1台分,pat/pat,Fr：patmm<br>Rr：patmm,8.6/8.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,メルセデスベンツ車の一部には、スプリングの取り付け上部にゴム製または、プラスチック製のパット(シム)が純正で装着されています<br>このパットは、厚みをかえることで車高を上下できるようになっており、数種類の厚さの違うパットが純正パーツで準備されています<br>down量の欄に【pat】と記されたお車で車高を微調整される場合、このパットをお買い求め下さい<br>詳しくはお問合せください,51000,出さない
MERCEDESBENZ,Cクラス T202 ステーションワゴン,C230,96/4～,1117,セルフレベリング車不可,Fr：patmm<br>Rr：patmm,22440,,224308,ESL-071-qq-e-f1-2270,出さない,4536190400710,ESL-071,ESPELIR,Super DOWNSUS,1台分,pat/pat,Fr：patmm<br>Rr：patmm,8.6/8.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,メルセデスベンツ車の一部には、スプリングの取り付け上部にゴム製または、プラスチック製のパット(シム)が純正で装着されています<br>このパットは、厚みをかえることで車高を上下できるようになっており、数種類の厚さの違うパットが純正パーツで準備されています<br>down量の欄に【pat】と記されたお車で車高を微調整される場合、このパットをお買い求め下さい<br>詳しくはお問合せください,51000,出さない
MERCEDESBENZ,Cクラス W202 セダン,C200/C220,93/6～95/12,,前期専用,Fr：patmm<br>Rr：patmm,22440,,222112,ESL-007-qq-e-f1-2271,出さない,4536190400079,ESL-007,ESPELIR,Super DOWNSUS,1台分,pat/pat,Fr：patmm<br>Rr：patmm,9.2/8.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,メルセデスベンツ車の一部には、スプリングの取り付け上部にゴム製または、プラスチック製のパット(シム)が純正で装着されています<br>このパットは、厚みをかえることで車高を上下できるようになっており、数種類の厚さの違うパットが純正パーツで準備されています<br>down量の欄に【pat】と記されたお車で車高を微調整される場合、このパットをお買い求め下さい<br>詳しくはお問合せください,51000,出さない
MERCEDESBENZ,Cクラス W202 セダン,C200/C220,96/1～00/5,,後期専用,Fr：patmm<br>Rr：patmm,22440,,222700,ESL-033-qq-e-f1-2273,出さない,4536190400338,ESL-033,ESPELIR,Super DOWNSUS,1台分,pat/pat,Fr：patmm<br>Rr：patmm,8.6/8.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,メルセデスベンツ車の一部には、スプリングの取り付け上部にゴム製または、プラスチック製のパット(シム)が純正で装着されています<br>このパットは、厚みをかえることで車高を上下できるようになっており、数種類の厚さの違うパットが純正パーツで準備されています<br>down量の欄に【pat】と記されたお車で車高を微調整される場合、このパットをお買い求め下さい<br>詳しくはお問合せください,51000,出さない
