スズキ,ワゴンRスティングレーハイブリッド,MH55S,H29/2～,R06A,2WD ターボ/HYBRID T 2WD NA/HYBRID X,Fr：45～50mm<br>Rr：45～50mm,11440,,223278,ESS-3049-qq-e-f1-5299,ESS-3049-qq-e-d-5299,4536190130495,ESS-3049,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,Fr：45～50mm<br>Rr：45～50mm,1.95/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216206>BR-3027F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,ワゴンRスティングレーハイブリッド,MH55S,H29/2～,R06A,4WD ターボ/HYBRID T 4WD NA/HYBRID X,Fr：35～40mm<br>Rr：35～40mm,11880,,224629,ESS-3051-qq-e-f1-5301,ESS-3051-qq-e-d-5301,4536190130518,ESS-3051,ESPELIR,Super DOWNSUS Type2,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.5/1.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214194>BR-3027F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
スズキ,ワゴンRハイブリッド,MH55S,H29/2～,R06A,2WD NA/HYBRID FX,Fr：47～52mm<br>Rr：45～50mm,11440,,225248,ESS-3039-qq-e-f1-5289,ESS-3039-qq-e-d-5289,4536190130396,ESS-3039,ESPELIR,Super DOWNSUS Type2,1台分,47～52/45～50,Fr：47～52mm<br>Rr：45～50mm,2.35/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213676>BR-3027F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,ワゴンRハイブリッド,MH55S,H29/2～,R06A,2WD NA/HYBRID FZ,,11440,,225993,ESS-3034-qq-e-f1-5284,ESS-3034-qq-e-d-5284,4536190130341,ESS-3034,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,,1.95/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216766>BR-3027F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,ワゴンRハイブリッド,MH55S,H29/2～,R06A,4WD NA/HYBRID FX,Fr：35～40mm<br>Rr：35～40mm,11880,,225414,ESS-3041-qq-e-f1-5291,ESS-3041-qq-e-d-5291,4536190130419,ESS-3041,ESPELIR,Super DOWNSUS Type2,1台分,35～40/35～40,Fr：35～40mm<br>Rr：35～40mm,2.5/1.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213200>BR-3027F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
スズキ,ワゴンRハイブリッド,MH55S,H29/2～,R06A,4WD NA/HYBRID FZ,,11880,,226748,ESS-3036-qq-e-f1-5286,ESS-3036-qq-e-d-5286,4536190130365,ESS-3036,ESPELIR,Super DOWNSUS Type2,1台分,35～40/35～40,,2.5/1.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218761>BR-3027F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
スバル,XV,GT3,H29/5～,FB16,4WD/1.6i-アイサイト/1.6i-L アイサイト,Fr：50～55mm<br>Rr：50～55mm,19800,,223597,ESF-3582-qq-e-f1-4325,ESF-3582-qq-e-d-4325,4536190135827,ESF-3582,ESPELIR,Super DOWNSUS Type2,1台分,50～55/50～55,Fr：50～55mm<br>Rr：50～55mm,3/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213217>BR-3580F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217215>BR-3580R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,45000,36900
スバル,XV,GT7,H29/5～,FB20,4WD/2.0i-L アイサイト/2.0i-S アイサイト,,19800,,226612,ESF-3583-qq-e-f1-4326,ESF-3583-qq-e-d-4326,4536190135834,ESF-3583,ESPELIR,Super DOWNSUS Type2,1台分,50～55/50～55,,3/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219230>BR-3580F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213218>BR-3580R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,45000,36900
スバル,インプレッサG4,GJ2,H26/11～H28/10,FB16,2WD 1.6i-S/1.6i-L/1.6i アプライドモデル D,,17160,,227554,ESF-2661-qq-e-f1-3918,ESF-2661-qq-e-d-3918,4536190126610,ESF-2661,ESPELIR,Super DOWNSUS Type2,1台分,42～47/33～38,,4.3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218215>BR-2618F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218219>BR-2618R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,39000,34400
スバル,インプレッサG4,GJ3,H26/11～H28/10,FB16,4WD 1.6i-S/1.6i-L/1.6i アプライドモデル D,,17160,,226785,ESF-2667-qq-e-f1-3921,ESF-2667-qq-e-d-3921,4536190126672,ESF-2667,ESPELIR,Super DOWNSUS Type2,1台分,42～47/38～43,,4.3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219224>BR-2618F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220217>BR-2618R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,39000,34400
スバル,インプレッサG4,GJ6,H26/11～H28/10,FB20,2WD 2.0i-S/2.0i アプライドモデル D,,17160,,226027,ESF-2673-qq-e-f1-3924,ESF-2673-qq-e-d-3924,4536190126733,ESF-2673,ESPELIR,Super DOWNSUS Type2,1台分,42～47/33～38,,4.3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214190>BR-2618F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217200>BR-2618R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,39000,34400
スバル,インプレッサG4,GJ7,H23/12～H26/11,FB20,4WD 2.0i-S/2.0i アプライドモデル A～C,,17160,,227553,ESF-2655-qq-e-f1-3915,ESF-2655-qq-e-d-3915,4536190126559,ESF-2655,ESPELIR,Super DOWNSUS Type2,1台分,42～47/38～43,,4.3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215180>BR-2618F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216205>BR-2618R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,39000,34400
スバル,インプレッサG4,GJ7,H26/11～H28/10,FB20,4WD 2.0i-S/2.0i アプライドモデル D,Fr：45～50mm<br>Rr：38～43mm,16280,,223592,ESF-2679-qq-e-f1-3927,ESF-2679-qq-e-d-3927,4536190126795,ESF-2679,ESPELIR,Super DOWNSUS Type2,1台分,45～50/38～43,Fr：45～50mm<br>Rr：38～43mm,3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219225>BR-2618F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214192>BR-2618R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,37000,33600
スバル,インプレッサG4,GK3,H28/12～,FB20,4WD 1.6i-L,,18040,,226613,ESF-3591-qq-e-f1-4079,ESF-3591-qq-e-d-4079,4536190135919,ESF-3591,ESPELIR,Super DOWNSUS Type2,1台分,40～45/37～42,,3/3.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220507>BR-2812F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218499>BR-2812R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,最低地上高が確保できないため保安基準に抵触します,41000,35300
スバル,インプレッサG4,GK7,H28/10～,FB20,4WD 2.0i-S/2.0i-L,Fr：40～45mm<br>Rr：35～40mm,18480,,222670,ESF-2815-qq-e-f1-4075,ESF-2815-qq-e-d-4075,4536190128157,ESF-2815,ESPELIR,Super DOWNSUS Type2,1台分,40～45/35～40,Fr：40～45mm<br>Rr：35～40mm,3/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220505>BR-2812F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213404>BR-2812R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,最低地上高が確保できないため保安基準に抵触します,42000,35700
スバル,インプレッサXV,GH2,H22/6～H24/2,EL15,2WD/1.5i,Fr：40～45mm<br>Rr：40～45mm,16720,,222254,ESF-3790-qq-e-f1-4360,ESF-3790-qq-e-d-4360,4536190137906,ESF-3790,ESPELIR,Super DOWNSUS Type2,1台分,40～45/40～45,Fr：40～45mm<br>Rr：40～45mm,3/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220784>BR-3788F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215935>BR-3788R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,38000,34000
スバル,インプレッサXV,GH3,H22/6～H24/2,EL15,4WD/1.5i,,16720,,226786,ESF-3793-qq-e-f1-4363,ESF-3793-qq-e-d-4363,4536190137937,ESF-3793,ESPELIR,Super DOWNSUS Type2,1台分,40～45/30～35,,3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217928>BR-3788F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215936>BR-3788R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,38000,34000
スバル,インプレッサXV,GH6,H22/6～H24/2,EJ20,2WD/2.0i,Fr：42～47mm<br>Rr：40～45mm,16720,,222988,ESF-3796-qq-e-f1-4366,ESF-3796-qq-e-d-4366,4536190137968,ESF-3796,ESPELIR,Super DOWNSUS Type2,1台分,42～47/40～45,Fr：42～47mm<br>Rr：40～45mm,3/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219951>BR-3788F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213686>BR-3788R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,38000,34000
