自動車メーカー,車種,型式,エンジン,排気量(cc),年式,純正規格・熱価,プラグタイプ,熱価,備考,本数,販売価格,Camp価格,商品ID,物販コード
AUDI,A4,GF-8DAPUF(1/8T QUATTRO),APU(TURBO),1800,99/6～01/10,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,254190,50003-M45i-qq-e-0328
AUDI,A4,GF-8EALT,ALT,2000,01/5～02/8,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,249991,50003-M35i-qq-e-0101
AUDI,A4,GF-8EALT,ALT,2000,01/5～02/8,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,255625,50003-M40i-qq-e-0217
AUDI,A4,GF-8EALT,ALT,2000,01/5～02/8,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,253176,50003-M45i-qq-e-0333
AUDI,A4,GF-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,01/11～02/8,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,252883,50003-M35i-qq-e-097
AUDI,A4,GF-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,01/11～02/8,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,250135,50003-M40i-qq-e-0213
AUDI,A4,GF-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,01/11～02/8,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,253174,50003-M45i-qq-e-0329
AUDI,A4,GH-8EALT,ALT,2000,02/8～07/10,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,256384,50003-M35i-qq-e-0102
AUDI,A4,GH-8EALT,ALT,2000,02/8～07/10,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,254979,50003-M40i-qq-e-0218
AUDI,A4,GH-8EALT,ALT,2000,02/8～07/10,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,250366,50003-M45i-qq-e-0334
AUDI,A4,GH-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,02/8～05/1,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,252884,50003-M35i-qq-e-098
AUDI,A4,GH-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,02/8～05/1,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,250694,50003-M40i-qq-e-0214
AUDI,A4,GH-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,02/8～05/1,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,256795,50003-M45i-qq-e-0330
AUDI,A4,GH-8EAUKF(3/2FSI QUATTRO),AUK,3200,05/2～,ISO:7,ISOタイプ,NGK7番相当,,6本,11294,,252801,50003-M35i-qq-e-0117
AUDI,A4,GH-8EAUKF(3/2FSI QUATTRO),AUK,3200,05/2～,ISO:7,ISOタイプ,NGK8番相当,,6本,11294,,250698,50003-M40i-qq-e-0233
AUDI,A4,GH-8EAUKF(3/2FSI QUATTRO),AUK,3200,05/2～,ISO:7,ISOタイプ,NGK9番相当,,6本,11294,,256167,50003-M45i-qq-e-0349
AUDI,A4,GH-8EBFB,BFB(TURBO),1800,06/7～01/5,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,251603,50003-M35i-qq-e-099
AUDI,A4,GH-8EBFB,BFB(TURBO),1800,06/7～01/5,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,251723,50003-M40i-qq-e-0215
AUDI,A4,GH-8EBFB,BFB(TURBO),1800,06/7～01/5,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,250365,50003-M45i-qq-e-0331
AUDI,A4,GH-8EBGBF(2/0TFSI QUATTRO),BGB(TURBO),2000,05/2～06/2,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,256388,50003-M35i-qq-e-0104
AUDI,A4,GH-8EBGBF(2/0TFSI QUATTRO),BGB(TURBO),2000,05/2～06/2,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,256585,50003-M40i-qq-e-0220
AUDI,A4,GH-8EBGBF(2/0TFSI QUATTRO),BGB(TURBO),2000,05/2～06/2,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,251887,50003-M45i-qq-e-0336
AUDI,A4,GH-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,06/3～07/10,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,251512,50003-M35i-qq-e-0105
AUDI,A4,GH-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,06/3～07/10,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,253958,50003-M40i-qq-e-0221
AUDI,A4,GH-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,06/3～07/10,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,253177,50003-M45i-qq-e-0337
AUDI,A4,GH-8HBVD(カブリオレ),BVD,2400,02/9～04/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,253793,50003-M35i-qq-e-0112
AUDI,A4,GH-8HBVD(カブリオレ),BVD,2400,02/9～04/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,255626,50003-M40i-qq-e-0228
AUDI,A4,GH-8HBVD(カブリオレ),BVD,2400,02/9～04/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,250373,50003-M45i-qq-e-0344
AUDI,A4 AVANT,ABA-8EBFB,BFB(TURBO),1800,07/10～08/8,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257409,50003-M35i-qq-e-0122
AUDI,A4 AVANT,ABA-8EBFB,BFB(TURBO),1800,07/10～08/8,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,256588,50003-M40i-qq-e-0238
AUDI,A4 AVANT,ABA-8EBFB,BFB(TURBO),1800,07/10～08/8,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,254208,50003-M45i-qq-e-0354
AUDI,A4 AVANT,ABA-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,07/10～08/8,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,255414,50003-M35i-qq-e-0126
AUDI,A4 AVANT,ABA-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,07/10～08/8,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,255629,50003-M40i-qq-e-0242
AUDI,A4 AVANT,ABA-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,07/10～08/8,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,252613,50003-M45i-qq-e-0358
AUDI,A4 AVANT,E/GF-8DADR,ADR,1800,95/10～99/9,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,255412,50003-M35i-qq-e-0118
AUDI,A4 AVANT,E/GF-8DADR,ADR,1800,95/10～99/9,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257570,50003-M40i-qq-e-0234
AUDI,A4 AVANT,E/GF-8DADR,ADR,1800,95/10～99/9,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,257801,50003-M45i-qq-e-0350
AUDI,A4 AVANT,E-8DABC,ABC,2600,96/10～99/5,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,250000,50003-M35i-qq-e-0132
AUDI,A4 AVANT,E-8DABC,ABC,2600,96/10～99/5,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,254987,50003-M40i-qq-e-0248
AUDI,A4 AVANT,E-8DABC,ABC,2600,96/10～99/5,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257803,50003-M45i-qq-e-0364
AUDI,A4 AVANT,E-8DAGAF(2/4QUATTRO),AGA,2400,98/6～99/5,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,254810,50003-M35i-qq-e-0129
AUDI,A4 AVANT,E-8DAGAF(2/4QUATTRO),AGA,2400,98/6～99/5,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,250707,50003-M40i-qq-e-0245
AUDI,A4 AVANT,E-8DAGAF(2/4QUATTRO),AGA,2400,98/6～99/5,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257802,50003-M45i-qq-e-0361
AUDI,A4 AVANT,E-8DAGAF(2/4QUATTRO),APS,2400,99/6～02/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,256392,50003-M35i-qq-e-0128
AUDI,A4 AVANT,E-8DAGAF(2/4QUATTRO),APS,2400,99/6～02/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,253966,50003-M40i-qq-e-0244
AUDI,A4 AVANT,E-8DAGAF(2/4QUATTRO),APS,2400,99/6～02/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,252614,50003-M45i-qq-e-0360
AUDI,A4 AVANT,E-8DAPS,AGA,2400,98/6～99/5,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,251521,50003-M35i-qq-e-0127
AUDI,A4 AVANT,E-8DAPS,AGA,2400,98/6～99/5,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,254985,50003-M40i-qq-e-0243
AUDI,A4 AVANT,E-8DAPS,AGA,2400,98/6～99/5,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,256169,50003-M45i-qq-e-0359
AUDI,A4 AVANT,GF/GH-8EALT,ALT,2000,02/2～05/1,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,256391,50003-M35i-qq-e-0123
AUDI,A4 AVANT,GF/GH-8EALT,ALT,2000,02/2～05/1,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,250703,50003-M40i-qq-e-0239
AUDI,A4 AVANT,GF/GH-8EALT,ALT,2000,02/2～05/1,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,252612,50003-M45i-qq-e-0355
AUDI,A4 AVANT,GF/GH-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,02/2～05/1,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257407,50003-M35i-qq-e-0120
AUDI,A4 AVANT,GF/GH-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,02/2～05/1,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,253961,50003-M40i-qq-e-0236
AUDI,A4 AVANT,GF/GH-8EAMBF(1/8T(QUATTRO),AMB(TURBO),1800,02/2～05/1,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,251333,50003-M45i-qq-e-0352
AUDI,A4 AVANT,GF/GH-8EASNF(3/0QUATTRO),ASN,3000,02/2～05/1,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,253796,50003-M35i-qq-e-0133
AUDI,A4 AVANT,GF/GH-8EASNF(3/0QUATTRO),ASN,3000,02/2～05/1,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,255631,50003-M40i-qq-e-0249
AUDI,A4 AVANT,GF/GH-8EASNF(3/0QUATTRO),ASN,3000,02/2～05/1,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,252615,50003-M45i-qq-e-0365
AUDI,A4 AVANT,GF/GH-8EBVD,BVD,2400,02/8～05/1,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,256393,50003-M35i-qq-e-0131
AUDI,A4 AVANT,GF/GH-8EBVD,BVD,2400,02/8～05/1,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,256593,50003-M40i-qq-e-0247
AUDI,A4 AVANT,GF/GH-8EBVD,BVD,2400,02/8～05/1,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,250378,50003-M45i-qq-e-0363
AUDI,A4 AVANT,GF-8DAPS/8DAPSF(2/4QUATTRO),APS,2400,99/6～02/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,252803,50003-M35i-qq-e-0130
AUDI,A4 AVANT,GF-8DAPS/8DAPSF(2/4QUATTRO),APS,2400,99/6～02/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,251727,50003-M40i-qq-e-0246
AUDI,A4 AVANT,GF-8DAPS/8DAPSF(2/4QUATTRO),APS,2400,99/6～02/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,249402,50003-M45i-qq-e-0362
AUDI,A4 AVANT,GF-8DAPT,APT,1800,99/10～02/1,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,255413,50003-M35i-qq-e-0119
AUDI,A4 AVANT,GF-8DAPT,APT,1800,99/10～02/1,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257571,50003-M40i-qq-e-0235
AUDI,A4 AVANT,GF-8DAPT,APT,1800,99/10～02/1,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,249401,50003-M45i-qq-e-0351
AUDI,A4 AVANT,GH-8EAUKF(3/2FSI QUATTRO),AUK,3200,05/2～07/10,ISO:7,ISOタイプ,NGK7番相当,,6本,11294,,256394,50003-M35i-qq-e-0134
AUDI,A4 AVANT,GH-8EAUKF(3/2FSI QUATTRO),AUK,3200,05/2～07/10,ISO:7,ISOタイプ,NGK8番相当,,6本,11294,,251729,50003-M40i-qq-e-0250
AUDI,A4 AVANT,GH-8EAUKF(3/2FSI QUATTRO),AUK,3200,05/2～07/10,ISO:7,ISOタイプ,NGK9番相当,,6本,11294,,256170,50003-M45i-qq-e-0366
AUDI,A4 AVANT,GH-8EBFB,BFB(TURBO),1800,06/7～07/10,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257408,50003-M35i-qq-e-0121
AUDI,A4 AVANT,GH-8EBFB,BFB(TURBO),1800,06/7～07/10,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,250699,50003-M40i-qq-e-0237
AUDI,A4 AVANT,GH-8EBFB,BFB(TURBO),1800,06/7～07/10,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,256168,50003-M45i-qq-e-0353
AUDI,A4 AVANT,GH-8EBGBF(2/0TFSI QUATTRO),BGB(TURBO),2000,05/2～06/2,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,253795,50003-M35i-qq-e-0124
AUDI,A4 AVANT,GH-8EBGBF(2/0TFSI QUATTRO),BGB(TURBO),2000,05/2～06/2,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257574,50003-M40i-qq-e-0240
AUDI,A4 AVANT,GH-8EBGBF(2/0TFSI QUATTRO),BGB(TURBO),2000,05/2～06/2,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,251334,50003-M45i-qq-e-0356
AUDI,A4 AVANT,GH-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,06/3～07/10,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,252802,50003-M35i-qq-e-0125
AUDI,A4 AVANT,GH-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,06/3～07/10,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,252997,50003-M40i-qq-e-0241
AUDI,A4 AVANT,GH-8EBWEF(2/0TFSI QUATTRO),BWE(TURBO),2000,06/3～07/10,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,251335,50003-M45i-qq-e-0357
AUDI,A6,ABA-4FAUKS(3/2FSI QUATTRO),AUK,3200,06/8～09/1,ISO:7,ISOタイプ,NGK7番相当,,6本,11294,,254812,50003-M35i-qq-e-0151
AUDI,A6,ABA-4FAUKS(3/2FSI QUATTRO),AUK,3200,06/8～09/1,ISO:7,ISOタイプ,NGK8番相当,,6本,11294,,257578,50003-M40i-qq-e-0267
AUDI,A6,ABA-4FAUKS(3/2FSI QUATTRO),AUK,3200,06/8～09/1,ISO:7,ISOタイプ,NGK9番相当,,6本,11294,,252617,50003-M45i-qq-e-0383
AUDI,A6,ABA-4FBDW,BDW,2400,07/8～08/1,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,251524,50003-M35i-qq-e-0140
AUDI,A6,ABA-4FBDW,BDW,2400,07/8～08/1,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,255632,50003-M40i-qq-e-0256
AUDI,A6,ABA-4FBDW,BDW,2400,07/8～08/1,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,250380,50003-M45i-qq-e-0372
AUDI,A6,ABA-4FBDX(2/8FS1QUATTRO),BDX,2800,08/1～/09/1,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,250002,50003-M35i-qq-e-0147
AUDI,A6,ABA-4FBDX(2/8FS1QUATTRO),BDX,2800,08/1～/09/1,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,256596,50003-M40i-qq-e-0263
AUDI,A6,ABA-4FBDX(2/8FS1QUATTRO),BDX,2800,08/1～/09/1,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257807,50003-M45i-qq-e-0379
AUDI,A6,E-4AAAH/4AAAHF(2/8QUATTRO),AAH,2800,94/10～96/9,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,252805,50003-M35i-qq-e-0145
AUDI,A6,E-4AAAH/4AAAHF(2/8QUATTRO),AAH,2800,94/10～96/9,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,256595,50003-M40i-qq-e-0261
AUDI,A6,E-4AAAH/4AAAHF(2/8QUATTRO),AAH,2800,94/10～96/9,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,256172,50003-M45i-qq-e-0377
AUDI,A6,E-4AABC,ABC,2600,94/11～97/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,252804,50003-M35i-qq-e-0141
AUDI,A6,E-4AABC,ABC,2600,94/11～97/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,256594,50003-M40i-qq-e-0257
AUDI,A6,E-4AABC,ABC,2600,94/11～97/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,252616,50003-M45i-qq-e-0373
AUDI,A6,E-4AACKF(2/8QUATTRO),ACK,2800,96/10～99/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,256396,50003-M35i-qq-e-0146
AUDI,A6,E-4AACKF(2/8QUATTRO),ACK,2800,96/10～99/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,255633,50003-M40i-qq-e-0262
AUDI,A6,E-4AACKF(2/8QUATTRO),ACK,2800,96/10～99/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,255235,50003-M45i-qq-e-0378
AUDI,A6,E-4BAGA,AGA,2400,97/9～99/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,255415,50003-M35i-qq-e-0135
AUDI,A6,E-4BAGA,AGA,2400,97/9～99/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,257576,50003-M40i-qq-e-0251
AUDI,A6,E-4BAGA,AGA,2400,97/9～99/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257804,50003-M45i-qq-e-0367
AUDI,A6,E-4BAGAF(2/4QUATTRO),AGA,2400,98/4～99/9,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,256395,50003-M35i-qq-e-0136
AUDI,A6,E-4BAGAF(2/4QUATTRO),AGA,2400,98/4～99/9,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,251730,50003-M40i-qq-e-0252
AUDI,A6,E-4BAGAF(2/4QUATTRO),AGA,2400,98/4～99/9,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,254209,50003-M45i-qq-e-0368
AUDI,A6,GF-4BAPRF(2/8QUATTRO),APR,2800,99/9～01/10,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,254811,50003-M35i-qq-e-0148
AUDI,A6,GF-4BAPRF(2/8QUATTRO),APR,2800,99/9～01/10,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,253971,50003-M40i-qq-e-0264
AUDI,A6,GF-4BAPRF(2/8QUATTRO),APR,2800,99/9～01/10,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,250857,50003-M45i-qq-e-0380
AUDI,A6,GF-4BAPS/4BAPSF(2/4QUATTRO),APS,2400,99/9～01/10,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,251522,50003-M35i-qq-e-0137
AUDI,A6,GF-4BAPS/4BAPSF(2/4QUATTRO),APS,2400,99/9～01/10,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,253969,50003-M40i-qq-e-0253
AUDI,A6,GF-4BAPS/4BAPSF(2/4QUATTRO),APS,2400,99/9～01/10,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,256171,50003-M45i-qq-e-0369
AUDI,A6,GF-4BARES(2/7T QUATTRO),ARE(TURBO),2700,01/10～02/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,250001,50003-M35i-qq-e-0143
AUDI,A6,GF-4BARES(2/7T QUATTRO),ARE(TURBO),2700,01/10～02/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,250709,50003-M40i-qq-e-0259
AUDI,A6,GF-4BARES(2/7T QUATTRO),ARE(TURBO),2700,01/10～02/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257806,50003-M45i-qq-e-0375
AUDI,A6,GF-4BASNF(3/0QUATTRO),ASN,3000,01/10～04/6,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,250494,50003-M35i-qq-e-0149
AUDI,A6,GF-4BASNF(3/0QUATTRO),ASN,3000,01/10～04/6,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,253972,50003-M40i-qq-e-0265
AUDI,A6,GF-4BASNF(3/0QUATTRO),ASN,3000,01/10～04/6,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,249831,50003-M45i-qq-e-0381
AUDI,A6,GF-4BAZAF(2/7T QUATTRO),AZA(TURBO),2700,01～01/10,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,253798,50003-M35i-qq-e-0142
AUDI,A6,GF-4BAZAF(2/7T QUATTRO),AZA(TURBO),2700,01～01/10,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,251731,50003-M40i-qq-e-0258
AUDI,A6,GF-4BAZAF(2/7T QUATTRO),AZA(TURBO),2700,01～01/10,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,250381,50003-M45i-qq-e-0374
AUDI,A6,GF-4BBDV,BDV,2400,01/11～04/6,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,251523,50003-M35i-qq-e-0138
AUDI,A6,GF-4BBDV,BDV,2400,01/11～04/6,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,257577,50003-M40i-qq-e-0254
AUDI,A6,GF-4BBDV,BDV,2400,01/11～04/6,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257805,50003-M45i-qq-e-0370
AUDI,A6,GF-4BBESS(2/7T QUATTRO),BES(TURBO),2700,02/9～04/6,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,257410,50003-M35i-qq-e-0144
AUDI,A6,GF-4BBESS(2/7T QUATTRO),BES(TURBO),2700,02/9～04/6,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,253970,50003-M40i-qq-e-0260
AUDI,A6,GF-4BBESS(2/7T QUATTRO),BES(TURBO),2700,02/9～04/6,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,249403,50003-M45i-qq-e-0376
AUDI,A6,GH-4FAUKS(3/2FSI QUATTRO),AUK,3200,04/7～06/8,ISO:7,ISOタイプ,NGK7番相当,,6本,11294,,251525,50003-M35i-qq-e-0150
AUDI,A6,GH-4FAUKS(3/2FSI QUATTRO),AUK,3200,04/7～06/8,ISO:7,ISOタイプ,NGK8番相当,,6本,11294,,255634,50003-M40i-qq-e-0266
AUDI,A6,GH-4FAUKS(3/2FSI QUATTRO),AUK,3200,04/7～06/8,ISO:7,ISOタイプ,NGK9番相当,,6本,11294,,256173,50003-M45i-qq-e-0382
AUDI,A6,GH-4FBATS(4/2QUATTRO),BAT,4200,04/7～,ISO:6,ISOタイプ,NGK7番相当,,8本,14852,,257411,50003-M35i-qq-e-0152
AUDI,A6,GH-4FBATS(4/2QUATTRO),BAT,4200,04/7～,ISO:6,ISOタイプ,NGK8番相当,,8本,14852,,249690,50003-M40i-qq-e-0268
AUDI,A6,GH-4FBATS(4/2QUATTRO),BAT,4200,04/7～,ISO:6,ISOタイプ,NGK9番相当,,8本,14852,,251896,50003-M45i-qq-e-0384
AUDI,A6,GH-4FBDW,BDW,2400,04/7～07/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,253797,50003-M35i-qq-e-0139
AUDI,A6,GH-4FBDW,BDW,2400,04/7～07/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,250708,50003-M40i-qq-e-0255
AUDI,A6,GH-4FBDW,BDW,2400,04/7～07/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,250379,50003-M45i-qq-e-0371
AUDI,A6 ALL ROAD QUATTRO,ABA-4FAUKA(3/2FSI),AUK,3200,06/9～,ISO:7,ISOタイプ,NGK7番相当,,6本,11294,,255416,50003-M35i-qq-e-0153
AUDI,A6 ALL ROAD QUATTRO,ABA-4FAUKA(3/2FSI),AUK,3200,06/9～,ISO:7,ISOタイプ,NGK8番相当,,6本,11294,,254448,50003-M40i-qq-e-0269
AUDI,A6 ALL ROAD QUATTRO,ABA-4FAUKA(3/2FSI),AUK,3200,06/9～,ISO:7,ISOタイプ,NGK9番相当,,6本,11294,,251897,50003-M45i-qq-e-0385
AUDI,A6 AVANT,E-4AAAHF(2/8QUATTRO),AAH,2800,94/11～96/9,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,253802,50003-M35i-qq-e-0159
AUDI,A6 AVANT,E-4AAAHF(2/8QUATTRO),AAH,2800,94/11～96/9,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,254449,50003-M40i-qq-e-0275
AUDI,A6 AVANT,E-4AAAHF(2/8QUATTRO),AAH,2800,94/11～96/9,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,249833,50003-M45i-qq-e-0391
AUDI,A6 AVANT,E-4AABC,ABC,2600,96/10～97/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,255422,50003-M35i-qq-e-0158
AUDI,A6 AVANT,E-4AABC,ABC,2600,96/10～97/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,257033,50003-M40i-qq-e-0274
AUDI,A6 AVANT,E-4AABC,ABC,2600,96/10～97/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257226,50003-M45i-qq-e-0390
AUDI,A6 AVANT,E-4AACKF(2/8QUATTRO),ACK,2800,96/10～99/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,256404,50003-M35i-qq-e-0160
AUDI,A6 AVANT,E-4AACKF(2/8QUATTRO),ACK,2800,96/10～99/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,254450,50003-M40i-qq-e-0276
AUDI,A6 AVANT,E-4AACKF(2/8QUATTRO),ACK,2800,96/10～99/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,257227,50003-M45i-qq-e-0392
AUDI,A6 AVANT,E-4BAGA/4BAGAF(2/4QUATTRO),AGA,2400,98/7～99/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,256397,50003-M35i-qq-e-0154
AUDI,A6 AVANT,E-4BAGA/4BAGAF(2/4QUATTRO),AGA,2400,98/7～99/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,253477,50003-M40i-qq-e-0270
AUDI,A6 AVANT,E-4BAGA/4BAGAF(2/4QUATTRO),AGA,2400,98/7～99/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,256174,50003-M45i-qq-e-0386
AUDI,A6 AVANT,GF-4BAPRF(2/8QUATTRO),APR,2800,99/9～01/10,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,255873,50003-M35i-qq-e-0161
AUDI,A6 AVANT,GF-4BAPRF(2/8QUATTRO),APR,2800,99/9～01/10,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,256597,50003-M40i-qq-e-0277
AUDI,A6 AVANT,GF-4BAPRF(2/8QUATTRO),APR,2800,99/9～01/10,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,256176,50003-M45i-qq-e-0393
