自動車メーカー,車種,型式,年式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,マウント(F/R),バネ(F/R),ダウン量,仕様,備考,注意事項,定価,送料,SET価格
トヨタ,マークII,GX90/JZX90,H4～H8,2WD,125865,,246473,TS-TO42-B-qq-e-f1-706,TS-TO42-B-qq-e-d-706,TS-TO42-B,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,24.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,マークX,GRX120/GRX121,H16～H21,4WD不可,118109,,246476,TS-TO43-qq-e-f1-707,TS-TO43-qq-e-d-707,TS-TO43,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,SSTYPE-LUX,,148000,2000,136900
トヨタ,マークX,GRX130/GRX133,H21～UP,4WD不可,118109,,246777,TS-TO43-A-qq-e-f1-708,TS-TO43-A-qq-e-d-708,TS-TO43-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ラクティス,SCP100/NCP100,H17～H22,,118109,,247349,TS-TO63-A-qq-e-f1-357k,TS-TO63-A-qq-e-d-357k,TS-TO63-A,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,6.7K/3.5K,ダウン量<br>最大50～55mm,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
日産,180SX,PS13/RPS13,H1～H11,,125865,,247860,TS-NI33-qq-e-f1-710,TS-NI33-qq-e-d-710,TS-NI33,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,GT-R,R35,H19～UP,スペックV未確認<br>電子制御ショック非対応,172399,,247334,TS-NI47-qq-e-f1-711,TS-NI47-qq-e-d-711,TS-NI47,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,18.6K/9.8K,,フルタップ式車高調<br>減衰力30段,,,218000,2000,213600
日産,サニー,B13/SB13/FB13,H2～H6,2WD,125865,,247036,TS-NI29-qq-e-f1-712,TS-NI29-qq-e-d-712,TS-NI29,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,サニー,B14/EB14/FB14,H6～H10,2WD,125865,,247633,TS-NI30-qq-e-f1-713,TS-NI30-qq-e-d-713,TS-NI30,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,サニー,B15/FB15,H10～H16,2WD,125865,,247634,TS-NI31-A-qq-e-f1-714,TS-NI31-A-qq-e-d-714,TS-NI31-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,8.7K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,シルビア,CS14/S14,H5～H11,,125865,,246464,TS-NI34-qq-e-f1-715,TS-NI34-qq-e-d-715,TS-NI34,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,シルビア,PS13/KPS13/S13,S63～H5,,118109,,247861,TS-NI33-qq-e-f1-716,TS-NI33-qq-e-d-716,TS-NI33,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/7.2K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
日産,シルビア,S15,H11～H14,,125865,,247635,TS-NI35-qq-e-f1-717,TS-NI35-qq-e-d-717,TS-NI35,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,スカイライン,HV37,H26～UP,2WD 3500cc,141376,,246738,TS-IN15-1-qq-e-f1-290k,TS-IN15-1-qq-e-d-290k,TS-IN15-1,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.5K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,161200
日産,スカイライン,R32/HCR32/HR32/ECR32,H1～H5,2WD,125865,,247038,TS-NI36-qq-e-f1-721,TS-NI36-qq-e-d-721,TS-NI36,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,スカイライン,R33/ECR33/HR33,H5～H11,2WD,125865,,247039,TS-NI38-qq-e-f1-722,TS-NI38-qq-e-d-722,TS-NI38,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,スカイライン,R34/HR34/ER34,H10～H14,2WD<br>リアショック◎(アイ)タイプ,125865,,246764,TS-NI42-qq-e-f1-723,TS-NI42-qq-e-d-723,TS-NI42,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,スカイライン,V35/PV35,H13～H19,4WD不可,118109,,247312,TS-IN05-qq-e-f1-725,TS-IN05-qq-e-d-725,TS-IN05,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/9.8K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,スカイライン,V36/PV36/KV36,H18～H26,4WD不可,118109,,246441,TS-IN07-qq-e-f1-726,TS-IN07-qq-e-d-726,TS-IN07,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/9.8K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,スカイライン,YV37/ZV37,H26～UP,2000cc,141376,,246739,TS-IN15-qq-e-f1-727,TS-IN15-qq-e-d-727,TS-IN15,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.5K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,161200
日産,スカイライン/スカイラインGT-R,BNR32/HNR32,H1～H6,4WD<br>GTS-4,125865,,247333,TS-NI37-qq-e-f1-720,TS-NI37-qq-e-d-720,TS-NI37,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,スカイラインGT-R,BCNR33,H6～H11,,125865,,246763,TS-NI39-qq-e-f1-718,TS-NI39-qq-e-d-718,TS-NI39,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,スカイラインGT-R,BNR34,H10～H14,リアショック凹(コの字)タイプ,125865,,247636,TS-NI41-qq-e-f1-719,TS-NI41-qq-e-d-719,TS-NI41,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,スカイラインクーペ,CKV36,H19～H26,4WD不可,118109,,246736,TS-IN07-A-qq-e-f1-728,TS-IN07-A-qq-e-d-728,TS-IN07-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/9.8K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,スカイラインクーペ,CPV35,H15～H19,4WD不可,118109,,247862,TS-NI44-qq-e-f1-729,TS-NI44-qq-e-d-729,TS-NI44,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.2K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,スカイラインクーペ,R34/HR34/ER34,H10～H14,2WD<br>ハイキャス付<br>リアショック凹(コの字)タイプ,125865,,247637,TS-NI43-qq-e-f1-724,TS-NI43-qq-e-d-724,TS-NI43,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,セフィーロ,A32,H6～H10,,125865,,246762,TS-NI06-qq-e-f1-730,TS-NI06-qq-e-d-730,TS-NI06,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,セフィーロ,A33,H10～H15,4WD不可,125865,,247331,TS-NI07-qq-e-f1-731,TS-NI07-qq-e-d-731,TS-NI07,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,ティアナ,PJ32/J32,H20～H26,2WD(4WD不可),118109,,247638,TS-NI51-qq-e-f1-313k,TS-NI51-qq-e-d-313k,TS-NI51,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/8.7K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,ティアナ,TNJ32,H20～H26,4WD(2WD不可),118109,,247335,TS-NI51-A-qq-e-f1-314k,TS-NI51-A-qq-e-d-314k,TS-NI51-A,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/8.7K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,パルサー,EN14/FN14/HN14/N14,H2～H7,2WD,125865,,247033,TS-NI21-qq-e-f1-733,TS-NI21-qq-e-d-733,TS-NI21,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,パルサー,EN15/FN15/HN15/SN15,H7～H12,2WD,125865,,247035,TS-NI23-qq-e-f1-734,TS-NI23-qq-e-d-734,TS-NI23,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,パルサーGTI-R,RNN14,H2～H7,4WD,125865,,247034,TS-NI22-qq-e-f1-735,TS-NI22-qq-e-d-735,TS-NI22,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,フーガ,PY50/GY50/Y50,H16～H21,4WD不可,118109,,246737,TS-IN08-qq-e-f1-736,TS-IN08-qq-e-d-736,TS-IN08,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,18.6K/9.8K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,フーガ,Y51/KY51,H21～UP,4WD不可,133621,,246740,TS-IN16-qq-e-f1-291k,TS-IN16-qq-e-d-291k,TS-IN16,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.5K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,153100
日産,フェアレディZ,S30,S44～S47,前期<br>前後ストラット外径:50.8mm,149132,,247631,TS-NI01-qq-e-f1-312k,出さない,TS-NI01,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,9.8K/8.7K,,フルタップ式車高調<br>減衰力30段,前後要溶接,,188000,2000,出さない
日産,フェアレディZ,Z32,H1～H12,,125865,,246760,TS-NI02-qq-e-f1-737,TS-NI02-qq-e-d-737,TS-NI02,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
日産,フェアレディZ,Z33,H14～H20,4WD不可,118109,,247032,TS-NI03-qq-e-f1-738,TS-NI03-qq-e-d-738,TS-NI03,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,フェアレディZ,Z34,H20～UP,4WD不可,118109,,246761,TS-NI04-qq-e-f1-739,TS-NI04-qq-e-d-739,TS-NI04,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段<br>リアコイルオーバータイプ,,リア装着後減衰力調整不可,148000,2000,136900
日産,プリメーラ,P11,H7～H13,2WD<br>リアアッパーマウントボルト間:90mm,133621,,247632,TS-NI28-qq-e-f1-742,TS-NI28-qq-e-d-742,TS-NI28,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/7.2K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,153100
日産,プリメーラ,P11,H7～H13,リアアッパーマウントボルト間:172mm,133621,,247332,TS-NI27-qq-e-f1-741,TS-NI27-qq-e-d-741,TS-NI27,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/7.2K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,153100
日産,ブルーバードシルフィ,G10/FG10/QG10,H12～H17,2WD,118109,,247037,TS-NI31-qq-e-f1-740,TS-NI31-qq-e-d-740,TS-NI31,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/7.2K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,148000,2000,136900
ホンダ,CR-V,RD2,H7～H13,2WD,125865,,247306,TS-HN27-qq-e-f1-274k,TS-HN27-qq-e-d-274k,TS-HN27,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,CR-V,RD4/RD6,H13～H18,2WD,141376,,247839,TS-HN28-qq-e-f1-275k,TS-HN28-qq-e-d-275k,TS-HN28,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,12K/14K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,178000,2000,161200
ホンダ,CR-V,RE3/RE4,H18～H23,,125865,,247308,TS-HN29-qq-e-f1-276k,TS-HN29-qq-e-d-276k,TS-HN29,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,12K/14K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,CR-V,RM1,H23～H28,,125865,,247307,TS-HN29-1-qq-e-f1-277k,TS-HN29-1-qq-e-d-277k,TS-HN29-1,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,12K/14K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,CR-Z,ZF1/ZF2,H22～H29,,118109,,247010,TS-HN30-qq-e-f1-744,TS-HN30-qq-e-d-744,TS-HN30,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,7.2K/6.2K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,NSX,NA1,H2～H12,,125865,,247280,TS-AC12-qq-e-f1-745,TS-AC12-qq-e-d-745,TS-AC12,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/14K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,150000
ホンダ,S2000,AP1/AP2,H11～H21,,118109,,247011,TS-HN47-qq-e-f1-746,TS-HN47-qq-e-d-746,TS-HN47,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,アコード,CD3/CD4/CD5/CD6,H5～H8,,125865,,246427,TS-HN03-qq-e-f1-747,TS-HN03-qq-e-d-747,TS-HN03,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコード,CF3,H9～H14,,125865,,247005,TS-HN06-B-qq-e-f1-748,TS-HN06-B-qq-e-d-748,TS-HN06-B,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコード,CF4,H9～H14,,125865,,246428,TS-HN06-C-qq-e-f1-749,TS-HN06-C-qq-e-d-749,TS-HN06-C,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコード,CL1,H9～H14,,118109,,247610,TS-HN06-A-qq-e-f1-750,TS-HN06-A-qq-e-d-750,TS-HN06-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.2K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,アコード,CL3,H9～H14,,125865,,247007,TS-HN06-qq-e-f1-751,TS-HN06-qq-e-d-751,TS-HN06,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコード,CL7/CL9,H14～H20,2WD,118109,,246432,TS-HN07-qq-e-f1-752,TS-HN07-qq-e-d-752,TS-HN07,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,アコード,CU1/CU2,H20～H25,,118109,,246730,TS-HN08-qq-e-f1-753,TS-HN08-qq-e-d-753,TS-HN08,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,アコードクーペ,CB7,H2～H4,,125865,,247835,TS-HN02-qq-e-f1-754,TS-HN02-qq-e-d-754,TS-HN02,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコードツアラー,CW1/CW2,H20～H25,,118109,,247612,TS-HN08-A-qq-e-f1-755,TS-HN08-A-qq-e-d-755,TS-HN08-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,アコードハイブリッド,CR6,H25～UP,,125865,,247304,TS-HN09-1-qq-e-f1-273k,TS-HN09-1-qq-e-d-273k,TS-HN09-1,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,10.5K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコードワゴン,CE1/CF2,H6～H9,,125865,,247609,TS-HN03-B-qq-e-f1-757,TS-HN03-B-qq-e-d-757,TS-HN03-B,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコードワゴン,CF6,H9～H14,,125865,,247006,TS-HN06-D-qq-e-f1-758,TS-HN06-D-qq-e-d-758,TS-HN06-D,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,アコードワゴン,CH9,H9～H14,,125865,,247611,TS-HN06-E-qq-e-f1-759,TS-HN06-E-qq-e-d-759,TS-HN06-E,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,インサイト,ZE2,H21～H26,,118109,,247840,TS-HN35-qq-e-f1-760,TS-HN35-qq-e-d-760,TS-HN35,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,7.2K/6.2K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,インスパイア,CP3,H19～H24,,118109,,247836,TS-HN09-qq-e-f1-761,TS-HN09-qq-e-d-761,TS-HN09,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/8.7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
ホンダ,インスパイア,UA4/UA5,H10～H15,,133621,,246979,TS-AC15-qq-e-f1-762,TS-AC15-qq-e-d-762,TS-AC15,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/7.2K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,153100
ホンダ,インテグラ,DA5,H1～H5,USA仕様<br>リアショック凹(コの字)タイプ,125865,,247592,TS-AC05-qq-e-f1-764,出さない,TS-AC05,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
ホンダ,インテグラ,DA5,H1～H5,リアショック◎(アイ)タイプ,125865,,247279,TS-AC03-qq-e-f1-763,TS-AC03-qq-e-d-763,TS-AC03,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,インテグラ,DA6,H1～H5,USA仕様<br>リアショック凹(コの字)タイプ,125865,,247593,TS-AC06-qq-e-f1-766,出さない,TS-AC06,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
ホンダ,インテグラ,DA6,H1～H5,リアショック◎(アイ)タイプ,125865,,247591,TS-AC04-qq-e-f1-765,TS-AC04-qq-e-d-765,TS-AC04,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,インテグラ,DC1,H5～H13,USA仕様<br>リアショック凹(コの字)タイプ,125865,,247825,TS-AC09-qq-e-f1-768,出さない,TS-AC09,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
ホンダ,インテグラ,DC1,H5～H13,リアショック◎(アイ)タイプ,125865,,246713,TS-AC07-qq-e-f1-767,TS-AC07-qq-e-d-767,TS-AC07,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,インテグラ,DC2,H5～H13,USA仕様<br>リアショック凹(コの字)タイプ,125865,,247594,TS-AC10-qq-e-f1-770,出さない,TS-AC10,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
ホンダ,インテグラ,DC2,H5～H13,リアショック◎(アイ)タイプ,125865,,246404,TS-AC08-qq-e-f1-769,TS-AC08-qq-e-d-769,TS-AC08,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,インテグラタイプR,DC5,H13～H19,,118109,,246978,TS-AC13-qq-e-f1-771,TS-AC13-qq-e-d-771,TS-AC13,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,9.8K/10.5K,,フルタップ式車高調<br>減衰力30段<br>リア:ネジ式,,,148000,2000,136900
ホンダ,オデッセイ,RB1/RB2,H15～H20,AFS付車,118109,,247841,TS-HN43-A-qq-e-f1-279k,TS-HN43-A-qq-e-d-279k,TS-HN43-A,XYZ,TSタイプ車高調,固定式ピロアッパー/アルミリジット,16K/20K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,148000,2000,136900
ホンダ,オデッセイ,RB1/RB2,H15～H20,AFS無車,118109,,247842,TS-HN43-qq-e-f1-278k,TS-HN43-qq-e-d-278k,TS-HN43,XYZ,TSタイプ車高調,固定式ピロアッパー/アルミリジット,16K/20K,ダウン量(ノーマル比)<br>F:約70mm/R:約60mm,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,148000,2000,136900
ホンダ,オデッセイ,RB3/RB4,H20～H25,,118109,,247309,TS-HN43-B-qq-e-f1-280k,TS-HN43-B-qq-e-d-280k,TS-HN43-B,XYZ,TSタイプ車高調,固定式ピロアッパー/アルミリジット,16K/20K,ダウン量(ノーマル比)<br>F:約70mm/R:約60mm,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,148000,2000,136900
ホンダ,シビック,EG3/EG4,H3～H7,USA仕様<br>シングルカム<br>リアショック凹(コの字)タイプ,125865,,246731,TS-HN16-qq-e-f1-774,出さない,TS-HN16,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
ホンダ,シビック,EG3/EG4,H3～H7,シングルカム<br>リアショック◎(アイ)タイプ,125865,,246433,TS-HN14-qq-e-f1-773,TS-HN14-qq-e-d-773,TS-HN14,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,シビック,EG6,H3～H7,USA仕様<br>ツインカム<br>リアショック凹(コの字)タイプ,125865,,246732,TS-HN17-qq-e-f1-776,出さない,TS-HN17,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
ホンダ,シビック,EG6,H3～H7,ツインカム<br>リアショック◎(アイ)タイプ,125865,,247613,TS-HN15-qq-e-f1-775,TS-HN15-qq-e-d-775,TS-HN15,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,シビック,EK2/EK3/EK8,H7～H12,,125865,,246434,TS-HN18-qq-e-f1-777,TS-HN18-qq-e-d-777,TS-HN18,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,シビック,EK4/EK9,H7～H12,,125865,,246435,TS-HN19-qq-e-f1-778,TS-HN19-qq-e-d-778,TS-HN19,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,シビック,ES1/ES3/EU1/EU3,H12～H17,,118109,,247614,TS-HN21-qq-e-f1-779,TS-HN21-qq-e-d-779,TS-HN21,XYZ,TSタイプ車高調,調整式ピロアッパー/アルミリジット,8.7K/9.5K,,減衰力30段<br>リア:ネジ式,,,148000,2000,136900
ホンダ,シビック/CR-X,EF2,H1～H3,USA仕様<br>リアショック凹(コの字)タイプ,125865,,247305,TS-HN12-qq-e-f1-782,出さない,TS-HN12,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
ホンダ,シビック/CR-X,EF2,H1～H3,リアショック◎(アイ)タイプ,125865,,247008,TS-HN10-qq-e-f1-781,TS-HN10-qq-e-d-781,TS-HN10,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,12K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
ホンダ,シビック/CR-X,EF6/EF7/EF8,S63～H4,USA仕様<br>リアショック凹(コの字)タイプ,125865,,247009,TS-HN13-qq-e-f1-784,出さない,TS-HN13,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/6.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
